,idx,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M50,M51,M52,M53,M54,M55,M56,M57,M58,M59,M60,M61,M62,M63,M64,M65,M66,M67,M68,M69,M70,M71,M72,M73,M74,M75,M76,M77,M78,M79,M80,M81,M82,M83,M84,M85,M86,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M97,M98
28,28,26793374736.894,5905734811.46979,1947103653.92784,1353507097.25122,1588186113.36827,4571884921.55444,1457708433.537,158738447.959786,161993350.505246,4412796750.49167,138091610.879421,127450464.854734,153891329.639165,457756194.961651,1738949785.41881,398477085.969106,818372410.842175,1660167884.22471,1081624173.99768,1052109186.02722,64529977.2050805,1027847863.61256,445934373.799836,348147733.762896,2188153524.17719,247916524.736835,608431.033675225,2612451892.95442,1107130142.71048,2061949231.50375,403644080.019388,2321004139.83293,72652663.1788898,1046184955.86163,1027847863.61256,3665984.65154704,333074494.010406,1709143148.46693,401861387.874107,39686451.4920061,2047791382.13206,1607707712.30664,609580368.55144,1920827267.36767,119784161.913314,221552317.209918,190646087.169114,953227233.390987,788908452.033174,111450836.415696,190089235.705045,311518948.434431,985287905.694855,2999998.37202609,1439729887.09341,746080871.208978,1408825692.08143,478060135.939182,848854128.846629,200869826.258214,23994111.6976675,733371084.760982,42146885.543965,493211511.563209,160995426.080741,1227166663.35619,198186070.394754,88274975.9765041,53497129.4821141,720317128.402466,452689797.078687,342460.176459603,994162640.127349,1087798281.27492,124606957.112381,887094476.716357,239831849.581554,328708046.726689,162189776.879851,594117648.052936,165429145.384126,545468079.906113,155808286.209615,31178873.1585014,47255928.5499839,432409838.072032,93948279.9411492,277291606.838625,59376678.123881,88458988.0092871,238571215.203445,360382765.052254,2498582.37549808,387560278.08696,530465777.667052,614158088.816966,676199299.114432,509005905.51561,281519887.544927
29,29,39188116411.5877,26646085.1962234,1525376836.66448,975204580.387707,223710873.29323,4188700915.51854,917877273.709184,150575488.827643,95753507.9166082,398000207.510712,161685142.959048,153266884.659233,4601395.75893368,200647157.592277,1994218721.84662,150003818.503062,428298349.965151,454453870.976678,313084950.322601,193498745.931066,163194099.824873,163194099.824873,365097597.884569,302270604.421444,1069058466.39392,215582578.191871,1568080.24774705,467809859.326514,1149489771.64151,991145504.828211,194353611.257954,312195836.807585,88112987.2867582,194192492.650302,245662571.607669,9873977.38147546,337659301.009961,799263284.619208,408994424.655297,87394624.8971021,278510582.699514,321878449.596471,697305941.146392,421778953.570658,118731496.886071,458811583.335335,150554916.531239,1045293338.89987,498532039.378616,93860700.4794254,76736813.1701186,302099430.926335,239777101.760805,3889951.04336396,413662771.739977,337484925.85525,519964171.014147,489052680.621696,370236031.695,557494450.656126,64206703.1195159,238361499.904367,64904531.3989685,637584077.239238,83343825.636405,355386251.271281,350340089.784285,41787921.7552277,9561269.86114345,181755137.815291,287276102.978672,314515.092711401,253782273.080354,323667459.385176,136503436.107108,771312211.689196,178720551.016558,203651580.611898,108440712.525172,328830426.389192,263971940.453857,302456158.128401,141367386.240347,210415539.701544,45254774.8180376,580825668.584692,167706819.499172,252945022.044941,66449824.1460542,157937155.832723,273817349.571884,568685091.5799,514591.439991162,62145657.5458307,184409283.5195,32155451.9089143,689745995.371568,178390190.462702,776117505.694533
30,30,24836090696.6785,3295188142.53396,2269119843.31245,1401404022.37745,1826566597.92514,4807775313.03198,1586076502.4189,169205913.361288,174375414.795242,1189531159.16964,224182649.176722,211848890.801063,86617755.0482515,102598320.149661,1484934995.75283,68594591.653637,853915647.131764,2038927064.16313,349177027.303373,188573790.826529,50395838.5230865,81419898.9149946,514594263.278908,149952542.344478,2334165456.25621,83593174.1992786,1006894.93674683,952077873.886166,1103553180.196,1997267637.30176,71045819.8156514,578773926.89218,82765054.7181994,278279347.545584,270509724.634957,9700063.5110634,65074743.3881717,1754826827.32647,38811003.8545828,37836164.2565243,554419225.753452,606044115.143206,404821684.367113,759662479.102904,335608418.34207,802580117.028977,270509724.634957,896172726.114988,823007831.011237,123698109.922002,269536649.156013,81419898.9149946,389688098.843937,10615624.3381714,467905282.679513,324781814.667721,444868204.708348,187944764.337395,963473992.539924,155975750.499688,19508950.6478097,670979753.165268,49930678.8655932,572189272.121317,61373271.7026856,487867172.825436,153714110.811694,11795519.8878534,44104016.7246208,271056531.116539,550885637.912246,305239.297771412,444868204.708348,415338020.779805,55297546.5273319,941859019.628381,330280024.374155,352976148.261078,307761911.56036,690817615.953031,177507085.27299,644945510.155364,132172751.939872,303818988.590753,73813394.4749486,524947438.155648,141229101.168846,314677005.646039,146041452.744499,131313394.607918,46519558.0872136,583833945.780254,4186559.80059475,636628424.388499,471565105.289246,615968679.140316,565660502.554354,447788785.745103,298981978.896079
31,31,13142556665.2787,2973895012.83356,2078600628.39119,1125740389.58806,1709430012.38119,4443621002.29304,1209843029.33602,171267589.332454,177222731.15696,485146111.57033,178409034.071755,74748287.6994905,93481024.0179837,77538508.5339978,1975734604.1325,39966287.8566651,416215395.669015,1125869402.94941,292965188.94595,34951113.9013456,599498534.808923,270805582.302592,481806475.818308,50732946.5844739,2261809011.20172,119483697.575561,1957257.62936988,267116968.656035,1132844523.2888,2085434962.8363,32984572.0039991,132631330.922053,41872119.3436486,181034270.050679,91601202.9148008,3206851.82336272,15379716.121133,1775659706.02834,373028918.896432,49284059.153111,111454972.039855,164197902.174806,955804992.459995,274653434.338468,88145862.2396344,550503379.544082,99359410.5601226,1140611965.85956,711779458.683465,18726130.8666393,178058905.839624,11722186.895259,469965511.540239,1737413.57849699,129701198.342661,150897724.332552,292347613.83866,691624700.373594,1050918526.55177,899252096.858395,26733410.0519502,359469739.148398,58563031.0112442,454952537.049211,19853498.2209193,149244409.601856,345540487.57294,4754854.29868453,23079556.2472959,79333193.7829342,468535292.706341,299682.097494564,117210846.338205,192266033.525823,19097835.7009555,773994552.163226,309715125.239109,287729880.98995,419357328.398965,572455699.05755,181087928.390617,553081030.056752,192617960.549367,114543507.709502,43192446.0340077,436029627.697333,65256136.6549026,287298368.944461,151329439.427791,60140128.3087619,234218882.207921,232861239.265965,1223849.25412256,545264174.263261,271681519.27047,361331137.966247,590087248.575078,261400674.451499,203012820.399888
32,32,19715369201.7806,3408025.68993407,5981384032.00346,4393203273.38107,4668592241.73859,3675012926.87402,2911643565.75745,274638480.101712,278640545.790588,180916188.43206,868132872.90273,842501710.869335,183391757.60433,210523725.371528,985203117.089706,203715314.821514,1738133553.44732,1398570650.72599,138269811.867659,407441163.39748,134676372.475357,1011378722.40402,1261242243.9059,2227694157.13749,1175530198.36928,34702065.8683966,39697132.1896993,362820561.483753,592879616.285736,1132009601.68547,1021731347.53936,241917789.10109,372862819.190182,381361760.739057,374345277.023688,612609066.818645,1011378722.40402,926260549.623806,441301367.754049,178485754.035125,210462475.345368,241744959.465462,78340407.9617039,211528419.628999,782311528.695996,211544832.159853,405505495.740843,232393134.67582,1084662239.30407,176279203.061307,133328764.14507,430420435.318904,124817265.132351,485783002.444754,151191509.360115,136611212.569527,363912043.16969,57138104.5706365,505976032.286318,576514598.664901,983896408.097301,630031225.583327,57981001.6055609,363814587.390822,863763268.810635,104522069.666469,14310993.9172375,47928208.3654616,65325936.4348723,143873620.805658,334301040.262885,30817479.1353332,98425660.4257626,144983445.406354,749376581.074432,573567523.694356,386423418.430644,140802500.378127,541312091.228248,317863160.774384,413296061.269076,287107760.886627,63072470.9362556,71554602.0865117,63135480.9276369,186608658.940483,658320134.866439,334934203.092618,478367513.062591,650200073.128825,306358683.082377,446321789.815163,35326550.1011092,245933336.529786,347867652.730967,316069834.917853,234459399.675143,331586793.290095,87054907.3678035
33,33,34936783510.9404,33780509282.9941,9974437353.78651,7515601065.48441,8126168240.62239,2540470914.43042,1095790272.98113,2113729937.77954,2070640268.87864,115505365.432226,2397596315.01686,2332452609.55082,16124617.3546608,1551422101.6878,2447956248.35376,1285632833.60023,642442421.05725,262979398.933796,740898115.274999,141813860.86957,718995091.132093,692304363.06096,1764800483.20223,208824108.000392,1455786316.42234,408098603.974297,638338364.250462,82432562.1909124,1520756477.4247,1426742852.49866,136442202.575186,76066553.0710976,1296047966.23242,1339103295.96388,1463252264.70139,779193262.996845,122844051.7554,1178304649.4059,100218914.028784,1758270093.40765,70649879.3447346,68848269.7793647,978092538.791503,86753133.4240721,639698325.840419,311941967.62319,632306660.321994,1354829952.22993,887874542.151444,43142645.1387844,1520756477.4247,42685301.2183851,38620899.0632726,845619139.477579,38649149.2860257,45667585.5839677,42308433.0902822,699905160.683085,966143350.468585,857334309.164924,276004454.563507,416869161.291264,633880100.22158,1255521185.60803,74117298.0357654,28949870.497751,213019213.962701,7842311.2109692,5504483.88140071,55098308.2830311,437006297.083863,189663342.023125,42308433.0902822,43941631.8728375,75175725.6547038,555384957.589982,577940821.67005,627467987.434559,527184910.704121,415041286.754821,744001414.666345,52648411.6724715,427765477.331743,35604353.050333,509262519.176867,596554844.662025,572338704.072716,221375906.145478,527184910.704121,565674020.152249,196162245.621713,825499650.208926,8386993.38921122,92220436.8732461,196120568.695797,21130937.9254269,401272566.718039,191334315.634557,350542903.528367
34,34,1742900562.35148,972357667.406946,6026933359.38443,5347039846.51284,4438199450.21705,2977031798.17598,1766421702.56506,178457792.96295,176445628.473549,260751979.681752,789992911.823362,770859911.782877,208736641.102336,155819764.95606,1069141698.27026,154545497.693186,1637841627.59243,810811001.453629,493768112.400383,26055802.9387878,469015552.041848,713131256.183526,1558945788.71035,250588905.293404,1174809092.0485,35626058.4523315,34043926.1588158,189384892.916116,732010558.675303,1102323759.70171,165321731.570683,103086997.302675,346235269.516403,1695637276.58569,1663127777.70032,764184542.21165,713131256.183526,914964329.577811,729657651.328776,58606926.3704674,85356126.3945841,119860786.393578,68904358.2553134,96430816.823034,622913041.093999,293255714.008592,170863774.947266,169683558.556526,1149467857.79832,43132174.285956,140643009.404525,713131256.183526,354164348.658787,291974980.665441,96636228.2497526,125746876.658365,178697752.469572,49986312.6085838,48018921.7707205,344119687.311007,503985910.567525,625741673.070561,43410738.7688459,205588017.343497,24506766.4907348,4242398.20798573,160888053.822772,7631500.01607788,10387184.8363044,60158564.67546,268554340.333029,63520811.6467916,59309356.3963751,128906009.591286,30604173.1938441,642070838.159618,197067038.685693,137237538.202818,269341296.77349,327039905.353846,308430066.576502,297617297.101371,58130537.8705275,81788668.2549591,686022679.187491,272661298.483203,574884729.780231,191025920.165007,240403060.972115,551671219.302508,161030478.38826,371123029.205056,38132600.2827025,190730192.674681,415946434.294566,240526634.563158,110352917.216963,399139223.899342,154931968.852755
35,35,22018365312.413,4455134257.41107,4505178685.60003,4501969484.64291,3572995056.89869,2765919488.70303,1727037739.50409,141103451.941892,141235869.09772,48379352.6929873,856618547.923045,836403745.335037,145687893.280939,107884417.372919,883191355.437893,101849428.595941,1762885582.23524,1966877183.96046,620886146.416963,162545754.90333,586361261.654789,428116606.824657,938910356.994075,2971501219.58648,1233729379.03943,37774166.6290408,6369449.28382719,62132335.6821674,1318556140.68802,1151449792.4935,855320170.042052,54035363.7357891,399301286.415746,257979633.108306,245425275.617149,805345726.38669,428116606.824657,958876453.831837,1450526228.99817,66032984.6467199,46770254.5194405,58599938.6650545,82475020.0974152,68974842.438871,248379591.167965,333744642.28538,245425275.617149,257582359.927955,757829912.601138,49189237.2692568,209670179.871537,308936324.681681,119234331.44795,591622039.754178,28140340.2851117,47130457.7241734,76070413.615759,59250396.6990485,412448908.830888,370434173.320804,701571442.521744,649971341.283332,50962428.845062,459727321.687697,1229848228.85773,34096516.3546432,133897062.763345,1377390.00213127,13393475.2308562,37164938.34766,306707606.850279,48618656.7331696,31870136.9598304,61341329.7113187,937929360.356032,595489764.663409,235046452.586558,142066660.960757,303183702.809155,342438011.362961,269090749.812823,314362675.843892,60263365.6695368,34642735.5580156,758632771.802202,230295876.827586,550268357.768992,198487603.830965,307078217.352092,522181964.961635,166791400.361019,505311543.548359,13467454.4217988,295992297.103991,445112810.897753,390296365.209461,259398692.246948,427965311.666844,129679636.399372
36,36,26499133995.4884,5471809791.25604,5753493747.74002,6115507297.61901,4503544276.82349,2533606449.82483,2816104159.58776,139132785.936269,139930821.293777,55497444.9953054,743083455.338538,1007579675.67212,302688870.904813,255537035.072706,1348499596.41285,243822050.267697,1497812543.40619,2189819012.12388,1526072820.44063,1490849749.46219,1488100103.72944,1488100103.72944,1225813033.01024,1261520683.49711,1352598824.76849,39510938.9933144,7272988.43772893,77688060.8078234,946480070.569456,1297804130.63339,1516836955.35448,63096579.4931059,365117414.181148,1346875149.632,743535452.318873,906568352.073817,949460443.85449,1073468814.68801,828792783.765378,104686909.791323,60889051.604868,60261669.4024342,180445461.087271,92869350.9979332,976647520.175099,360651675.519013,352978008.306893,347700869.438417,1248865733.69277,30965853.7373385,946480070.569456,504829700.192827,146055491.18249,475413561.49717,45842989.094078,61787667.0953254,45199721.170771,128144615.068423,707067439.643683,643161665.320232,767387801.373017,379683059.537668,88057056.8064641,273374476.249864,593295397.159666,31953238.8578957,179609429.84245,356589.011906117,7387163.74148886,35878863.5982481,448143936.339047,53681206.6242421,36100661.4896579,62803674.7809743,363244057.923082,533353321.820647,240073781.965262,165751727.828976,321305770.244942,357883626.677235,426766745.045318,325553646.300563,58925104.4053291,19857704.6629386,38967194.8040565,217681892.297287,582746950.31278,267853952.828247,312735845.229433,557717087.617202,242358665.854411,613019133.299702,21156149.1725729,254358448.174323,207894030.24796,288610656.917842,228708714.285713,282375018.220898,175746070.819275
37,37,23716843933.2057,4917374802.97751,10197535628.8437,9236552385.32398,8819118168.43419,1739850887.86143,1688775571.57856,3183026242.79918,3129878343.11143,447011255.413962,2065066730.45119,2007953697.42794,526078165.763896,650194624.656213,2585965821.48764,63622155.5856092,998818044.361308,235239131.806212,400038303.813419,1101759434.48511,221474878.94101,260472949.868119,1738928655.73902,119789172.07271,1587997669.25164,642822273.181598,426583921.437573,469647087.430568,2566095880.53461,1539089468.33895,2486846132.91599,353976963.504358,919786010.533996,735253494.969253,712579638.114667,802450715.324452,260472949.868119,1272981157.90568,2079940647.82125,670545253.19549,315822331.798427,399315649.724937,981142657.225208,378834797.215846,1113019366.93101,139578842.315098,1101248939.52233,1456955463.67181,1440485494.75435,73531270.9291977,15998619.3469694,1619938659.30412,225881073.964024,1511431791.69484,286854731.202759,330839487.454694,286046732.305381,690596592.144331,885496296.016801,342033999.46956,748740269.432019,564953752.744847,1216490816.96208,732199628.815765,40786125.4604389,320659665.903881,339444754.886371,10289685.4408503,2438226.22807866,302136721.165051,694346821.068745,126847144.968017,246166887.042053,269445034.650643,38834748.92615,381062100.711629,788770335.537602,867324999.384616,700173461.74422,406650294.515311,952173288.068546,368414678.937358,554937717.177829,118984408.514168,185061905.453217,647199030.673051,677404037.757819,310632774.329772,700173461.74422,652747659.38672,246625505.746388,529877473.411043,398842.88165868,391501600.58794,294844603.921751,14577042.8666585,469927428.026379,287628920.166139,142469065.716745
38,38,16385797035.4057,3424937782.89674,4933013514.25756,3889255930.80291,4007545706.00908,2173636542.25122,2646739822.23465,200643863.323885,202281758.382206,41200420.6343089,642567727.773355,617439179.530743,170969369.765498,182795897.88029,786455393.089867,176194750.230512,1355950908.17019,1357910715.66987,94313074.6187011,1736686652.28728,290778135.73466,332966469.603784,882581763.956667,1058507775.89755,1070359219.65851,41675367.7643228,108367882.493808,59886291.8368139,428398129.234187,1033485100.15384,1299021433.03013,40644276.4577614,334335822.857629,1739760889.19319,1736368876.39256,550241765.704296,75471662.6440714,856132473.878568,334759843.16782,106425318.415196,36501012.9205472,38292378.7582944,64028814.3709806,57985568.2160226,1739636075.01957,310639891.561404,1736368876.39256,188679973.487299,720269616.229824,125195462.319524,52413177.1693812,332966469.603784,32575098.0318302,500349977.859564,29879466.4727077,39898931.9327609,62943063.4805382,6088936.59495115,343083435.114197,240586650.148499,926116084.956064,432927199.159781,48208532.4939952,211808276.393237,399776314.157633,31480276.9415632,171174570.668018,36155850.7959835,19375409.2836257,25153016.187447,273988790.637157,36617029.274538,26726184.0231315,43453167.1347149,339782659.234498,554389353.283613,453593945.327687,94773701.4915435,449733808.311313,275682983.105155,313774845.255291,250836037.731716,48800714.5306367,23633448.3641582,23744152.6155004,196857848.338894,468169394.572507,156678337.744719,386242290.340199,444914480.217566,135082976.865262,333909923.97932,54270626.2411058,248679956.485148,328885440.534185,262789727.150503,224899686.288507,318740951.553412,89103330.3299858
39,39,33266321557.0855,995903700.167484,7768349464.2314,4312179076.28225,2722849263.31701,2994673697.03477,633745492.044941,3607253489.87793,3536316232.50651,212113002.661694,820099206.946422,5589612.14748988,798239126.979997,3572871417.91143,3419139775.12213,3161516713.04507,211270439.679126,135741834.905913,480865004.471325,142381887.755814,47509212.8198606,199785192.070629,1391110188.2138,134496568.612991,2678507551.77152,2730084694.8589,18047187.1964872,280775704.375131,271172167.218665,2498891356.86054,683811959.341261,303938946.435712,3289193.66672271,379121339.814407,361950596.449494,313832203.268386,199785192.070629,2101961652.20183,59305844.7185955,1584477013.13258,257804112.204224,452600691.222173,1356965900.82214,346367979.711295,371276603.305281,121713293.335923,361950596.449494,1825266198.59993,575479112.435699,13902485.190706,51119820.5488964,199785192.070629,207131840.785767,226748192.628869,457057507.77614,282149673.056998,174903869.759013,1772892.22414735,439496533.148967,1182816246.91878,49320082.5338171,319392445.344307,551331727.129324,536007124.166605,47236237.6524197,233247964.72011,340393681.268878,20716914.3184482,1974582.52703606,137703840.843058,395869306.019222,21194282.36336,15934365.3722376,364147497.337777,43058271.5930412,406467303.785288,545182817.598372,927309012.525977,46661917.7452122,715272519.159426,449928834.425784,664768077.989368,928922914.498967,87201918.6222498,208592145.283201,918182274.130064,187186101.400975,368441065.154905,257974829.91759,181663907.593469,216063507.925275,427871465.122145,938805.05433085,329360352.454374,149712741.978076,16558459.8971004,424430643.38011,147011786.210213,712975167.653858
40,40,23703921563.8271,23187739557.684,14494961172.6158,13483180546.9382,11980377912.7085,3596913545.57533,1835902047.10057,527099249.13985,514295723.193124,250669242.371496,3605424788.74336,3525888412.06214,23500509.3634045,613784806.874363,2305326864.15048,608173965.430438,908996359.525742,157826040.64821,1165452646.1198,262184028.148058,2349951369.54459,1119561769.06851,2464151304.27504,312705312.229475,1450152684.16948,297191059.83556,651658992.388384,403194935.035389,1094058724.33239,1394596632.17857,1297338686.72964,206891395.612995,1879780237.97093,2286901679.90595,2280077337.80522,886430419.496091,1315647161.73572,1160590548.54889,620490286.244869,36811601.2579839,177093231.396978,187251752.65527,1254765700.32512,431217112.141427,278457279.079061,208336883.613228,261587203.352132,745286323.39851,878831463.169776,195494156.523722,74878749.6254362,604648527.323058,156164535.692436,1242896059.76129,182158095.421476,150010186.799664,211706679.15972,109932553.477186,355859935.18101,296235532.582957,480001838.023218,626226780.356705,724482830.969796,306959917.271203,77050695.1828552,140890267.199945,330825925.225614,13465080.2849035,9048766.68263052,107691877.189872,842914411.524035,144954392.125157,106267553.741835,143279194.465152,126628933.743957,844947115.407165,312128479.323205,1015845792.31756,348602483.430374,375674483.167549,477078310.849824,340027954.537883,307442737.045988,149042364.327664,649423357.055562,471865468.033688,751041228.382858,178080447.221305,348602483.430374,732852645.066223,129368779.004988,306101204.178078,45276201.6388208,61506088.9303675,305139742.437919,15767553.1453457,216266765.764566,298005420.514349,388234650.512816
41,41,22242447644.5178,4473415728.74942,4833019629.05236,4911676712.80265,3783057693.02395,2765596119.36034,2296485448.57861,579030906.804932,577644431.751208,55173952.195688,898697428.58569,869748291.628661,50202201.8992289,138002309.221312,980794186.000382,136154702.100941,2335588105.62344,1610938643.64763,823757104.557837,451868706.895581,1910474594.67705,451475834.712304,1016152437.20007,2280665064.73102,1167385177.06127,33471280.5288629,4684904.00756272,64426290.7339477,936926970.229097,1086016572.91124,1074419140.44731,46507137.8864974,487268590.608845,409634996.837318,580362620.278466,850064159.974112,451475834.712304,902490507.249276,421658725.460238,145014980.796454,39343000.7078261,67390246.7471336,76203574.8096139,69091878.9652523,547175403.634198,322078883.756094,319439597.346438,182905122.291641,882790043.700001,69277973.9808889,197844782.140012,409170433.483454,103792667.937195,400864759.19428,30196321.8524091,46051565.6677193,75787107.3170759,51401208.1483884,468242188.821994,299502343.66995,710793725.970528,620352332.236646,45299774.8250756,258860058.367463,940207141.301018,38315155.9912947,184059319.799442,9528518.57530221,32656223.4586487,40595838.3874247,298078804.084176,45014717.7018154,35620275.977419,87555632.8653435,839146618.536982,579664286.139168,194740708.29759,142480454.957018,295532153.558412,330219026.171904,318306319.230283,303551647.517081,53815112.0795933,34490136.5991711,33193877.2757348,224361893.252576,522955890.433073,363826975.881749,294904911.655621,501936732.489392,333263974.170891,552407686.337304,57281243.2060128,347644455.844873,424092042.316026,407707412.340318,328029073.430237,404878083.282619,118928118.062959
42,42,15501406207.4262,83743948.6852953,7574165693.24513,6393612529.21021,6114341421.53686,2438992312.60959,1983027182.33377,84005575.2353768,83503055.2902377,207678262.657735,1624083823.09919,1581358877.24225,13258090.7520355,27334774.4916203,1141471424.68514,28014257.9989156,971017598.271171,802824293.856503,360587678.784286,139991666.572888,357337507.562515,375630959.130873,1364232202.02253,1214084582.85029,1113465441.13375,28415640.8590015,649105834.249457,247387915.772861,741552579.81144,1061444606.88497,542006606.95287,192327913.989486,912908591.421744,2062454623.79711,808538249.389235,1035493386.20089,512634766.324291,875867661.886532,382838440.926464,36578746.3998645,119996969.777697,147341467.686589,56792262.714847,193591862.215042,942069108.65442,431499060.73601,773111467.328309,78927615.5326813,663682546.716359,58962859.2300176,111959175.952422,375630959.130873,129207867.010365,839345041.093908,123748317.135253,145832596.322268,282226313.027817,43758021.1782833,277857636.23987,179416976.084177,518972645.089464,621935275.23722,26249800.2444508,267208927.651958,433402349.848804,118489102.140561,6137912.78283025,3600215.72679635,63950303.5450957,100206314.93448,327620507.02568,202072082.677329,104875220.333756,100183378.938531,440868249.13414,806802270.90952,100195106.614165,109041799.719159,206186469.314685,300695453.178443,198759835.751639,276803334.06463,53980440.8454826,85964875.084212,35558825.2453523,223854603.010585,727549013.569618,172552152.412211,184147583.711913,703163384.908552,150835518.043747,117816136.79658,22555996.462113,261751415.534587,441324454.261756,259278808.115082,96110702.9681144,427338491.261322,156614898.316869
43,43,16854468067.1645,22665038.7051568,5230180269.04209,5855358633.42459,4149624646.23675,2963618367.99541,2181160311.73433,180712842.088756,178697085.357473,52713372.0838813,1245821482.04075,1211777889.9448,17215905.329841,132954757.157563,960458620.667752,127038390.916128,1438771078.05457,1369033918.87475,1267719050.91641,4903045.88752799,224171288.625855,619715293.700818,1060103003.83364,1347942311.14539,1500605011.04394,45791229.8007189,6236369.01012255,61078192.2469696,633015021.555809,1384100435.43218,1091041549.10362,39996490.6600053,644307975.21806,1339103443.83456,1318086736.71272,588319181.819173,1069897372.19858,1152376215.50115,623539921.353341,96627409.9554431,32630332.4620326,49194317.2706711,93536429.0790878,61876071.4520503,809957108.995781,375992534.358909,263144545.141322,268772887.060182,617185724.498887,60660055.5420879,633015021.555809,619715293.700818,155326272.35046,256036277.829684,27988473.4786735,48398264.3334569,67055836.2152339,71886531.5592106,241274603.815714,70002513.6673587,977655906.21596,880813325.092807,32497480.6894288,345512908.28362,454904596.989084,28930336.1641464,68565710.8529275,32667534.1148722,19494092.2347164,33842159.5511644,423618532.450013,35808950.4458633,33456322.8320168,44359144.1156516,508484099.24082,604082445.157878,626280078.242035,177669474.116252,590612377.578782,428175955.50638,187596585.865346,396697836.98971,72298050.6051821,29531392.8205775,24372272.4561898,323868803.625976,753980125.336697,164445021.026269,555630191.291313,727261260.657652,131964290.410548,282583611.191329,21875478.2626945,113656911.147014,568973295.450512,180536493.589725,187709565.174299,551596556.925971,160993732.744261
44,44,15665850535.0351,125387731.194017,8094662993.97532,4931326948.03544,6642941556.19153,1401381500.954,901447993.891204,1843089279.82975,1817331922.17552,120853379.029212,2114765332.85915,2039228592.95334,33429161.9944544,1031398489.93889,1596836045.87523,912318542.26608,591960004.749446,146059431.509462,940699250.205596,219452749.025681,275766018.394324,553901804.681325,1554574052.01525,72464628.3883794,1047348961.04872,200348989.975203,1596840950.85774,151029548.376284,796346138.007201,1061160039.72099,283101498.88908,95244031.7760698,1106748104.35582,807743022.406255,391242129.990704,1154835499.63262,94334937.9768874,879091305.715482,1084504698.34167,765716225.762878,83317525.7088384,101458229.919091,692014595.572048,147110138.562052,402319342.138434,217442997.639101,388238798.341152,522980522.886494,419365612.927389,13445140.1099959,61747916.1476678,854319920.657135,60825079.9141833,488687965.372519,78093269.4547937,89364356.7162686,155144466.469585,490808112.181032,328828691.897404,403557527.138776,155029255.931679,261725312.365367,253906583.070629,623429373.180245,28525373.0657419,73788014.3145767,21256281.0228804,16753746.110613,11386181.2653567,68759709.8445457,312285122.73867,127245675.082414,68991779.7345503,83937391.9327483,23207541.8094554,450595118.689582,148168837.668009,295055587.384877,234210061.759314,296262922.877006,251045657.575744,64143459.0066675,215906963.182197,52915363.8574677,15362408.626507,186530147.850842,431408736.43999,145784595.056913,223853207.462952,409369612.3147,115019967.907725,338171079.824769,2677245.0640038,38350794.260992,191729494.417206,10317140.2131044,168613980.186514,186175106.277908,158805752.316834
45,45,19168882038.6708,3872456591.9365,11714211855.4497,11564506398.5745,10079545943.7534,1674230977.69517,2423480540.75691,4627873091.7742,4582321603.50842,299542535.273459,3101365759.844,3030788937.91985,35547843.7845635,640786355.541165,2270284039.81447,593288959.414534,895052315.057285,248352521.684975,2607533005.20784,834341.761546706,2563011419.79072,135440024.505259,1883004412.46254,84552123.9984322,1352400419.83633,431509064.542943,1085336731.69007,481983570.704937,1972989690.26797,1268734291.58372,1236919865.20795,240242156.775237,1655239009.38846,738254917.919873,693129287.516899,1016267184.87783,1198766136.4976,1062139449.08968,98914496.512264,2056388647.78169,205512677.89038,329788654.012039,1048595555.64281,256173833.193251,704182415.756719,294561124.455716,693129287.516899,1063396932.50716,1582646260.97684,65155780.6806716,252480246.819296,81606327.5578473,171937566.061179,1494840957.33374,212712306.726391,363732347.530388,472856338.047582,14871400.2024031,617911003.604538,462573266.075823,692642096.86492,483078070.861892,1032519104.7915,576836870.739633,32125742.2002907,329622300.271296,282842081.032655,10155835.0156993,5592420.92693521,209874469.246795,1162466360.42622,317629774.925832,181564169.879247,239412544.057436,28915071.9061743,386180444.181544,674911433.563548,991053570.26044,1001108547.72839,366447911.737332,893202757.336959,335272441.898304,429551263.566886,178967332.596619,615004907.896013,361857789.955505,749403811.328035,269576321.019349,906503697.330869,727737538.934858,214368325.090711,461433180.031912,799272.95718941,301420612.898122,248010524.059796,16093397.8223167,357055776.280792,241416898.174576,343038006.942587
